name;static_instructions;dynamic_instructions
extr_obs-studiodepslzmaliblzmacheck....commontuklib_integer.h_write32ne.c;2;2
extr_obs-studiodepsw32-pthreadspthread_mutexattr_gettype.c_pthread_mutexattr_gettype.c;11;11
extr_Mirai-Source-Codemiraitoolssingle_load.c_handle_failed_connect.c;2;2
extr_php-srcextstandardrandom.c_random_globals_ctor.c;2;2
extr_hashcatsrcmodulesmodule_01300.c_module_init.c;86;86
extr_zstdzlibWrapperzstd_zlibwrapper.c_ZWRAP_initDCtx.c;4;4
extr_redissrcadlist.c_listRewind.c;5;5
extr_linuxdriversmediaplatformmtk-jpegmtk_jpeg_core.c_mtk_jpeg_find_format.c;8;8
extr_linuxsoundpcifm801.c_snd_fm801_mixer_free_ac97.c;6;6
extr_darknetsrcdata.c_smooth_data.c;5;5
extr_redisdepsjemallocsrcwitness.c_witness_postfork_parent.c;3;3
extr_linuxkernelirqsettings.h_irq_settings_clr_norequest.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_bt8_decode.c;3;3
extr_linuxdriversstagingrtl8712rtl871x_pwrctrl.c_unregister_task_alive.c;6;6
extr_darknetsrcutils.c_scale_array.c;12;1536
extr_reactosdlldirectxwined3dcompiler_43hlsl.tab.c_set_location.c;7;7
extr_wcdbrepairsqliterk_btree.c_sqliterkBtreeSetNotify.c;7;7
extr_linuxdriversscsicxlflashvlun.c_marshal_clone_to_rele.c;5;5
extr_labenginecodeqcommonfiles.c_FS_ConvertPath.c;11;520
extr_linuxkerneltimeclocksource.c_clocksource_enqueue_watchdog.c;4;4
extr_linuxnetnetfilteripsetip_set_hash_netportnet.c_hash_netportnet4_data_set_flags.c;6;6
extr_linuxdriversnetethernetfreescalefmanfman_sp.c_fman_sp_build_buffer_struct.c;76;76
extr_linuxdriversmediadvb-frontendsmn88443x.c_mn88443x_get_tune_settings.c;8;8
extr_linuxarchx86realmoderm....bootvideo-mode.c_mode_defined.c;5;5
extr_emscriptentestsopenjpeglibopenjpegtcd.c_tcd_makelayer_fixed.c;20;20
extr_labq3map2q3map2mesh.c_InvertMesh.c;3;3
extr_linuxdriversmddm-raid.c_rs_config_backup.c;7;7
extr_opensslcryptoevppmeth_lib.c_EVP_PKEY_CTX_set_app_data.c;2;2
extr_redissrcdb.c_selectDb.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_epc2_Slot_inst_encode.c;2;2
extr_linuxdriversusbmusbmusb_gadget.c_musb_gadget_set_self_powered.c;6;6
extr_linuxfsnamespace.c_mnt_dec_writers.c;2;2
extr_linuxsoundpcihdahda_jack.c_snd_hda_jack_tbl_get_from_tag.c;10;10
extr_hashcatsrcmodulesmodule_04500.c_module_init.c;86;86
extr_redisdepsluasrclua_struct.c_correctbytes.c;18;1152
extr_linuxdriversmediaplatformdavinciisif.c_isif_set_frame_format.c;6;6
extr_linuxsoundpciemu10k1voice.c_voice_alloc.c;19;19
extr_FFmpeglibavcodeccook.c_imlt_window_float.c;4;4
extr_reactossdklib3rdpartylibmpg123icy2utf8.c_is_utf8.c;20;29
extr_ccvlib3rdpartysqlite3sqlite3.c_unixModeBit.c;7;7
extr_linuxnetsunrpcauth_gssgss_krb5_crypto.c_arcfour_hmac_md5_usage_to_salt.c;7;7
extr_linuxdriversmtdnandrawcafe_nand.c_gf64_mul.c;18;88
extr_Craftdepssqliteshell.c_resolve_backslashes.c;15;597
extr_libuvtesttest-watcher-cross-stop.c_close_cb.c;2;2
extr_linuxdriversiiopressurems5611_core.c_ms5611_prom_is_valid.c;43;43880
extr_linuxdriversusbmiscsisusbvgasisusb.c_sisusb_free_outbuf.c;5;5
extr_FFmpeglibavutilframe.c_av_frame_get_side_data.c;4;4
extr_FFmpeglibavcodecscpr3.c_add_dec.c;7;7
extr_darwin-xnubsdnetinet6icmp6.c_icmp6_errcount.c;5;5
extr_xhyvesrcpci_ahci.c_be16enc.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Slot_x16b_Format_inst16b_0_get.c;4;4
extr_micropythonportsstm32usbhostClassMTPSrcusbh_mtp.c_MTP_FindDataInEndpoint.c;6;6
extr_linuxmmswapfile.c_cluster_set_next_flag.c;3;3
extr_gitnegotiator..hashmap.h_hashmap_entry_init.c;3;3
extr_linuxfsf2fsgc.h_decrease_sleep_time.c;12;12
extr_linuxkernelirqsettings.h_irq_settings_set_nothread.c;3;3
extr_linuxdrivershwmonnpcm750-pwm-fan.c_npcm7xx_pwm_cz_get_cur_state.c;5;5
extr_linuxdriversnetwirelessinteliwlegacy4965-mac.c_il4965_init_hw_rates.c;3;3
extr_linuxdriversnetethernetbroadcomgenetbcmgenet.c_bcmgenet_get_txcb.c;10;10
extr_linuxdriversstagingrtl8723bscorertw_wlan_util.c_is_IBSS_empty.c;5;5
extr_php-srcextgdlibgdgd_matrix.c_gdAffineConcat.c;42;42
extr_php-srcextmbstringlibmbflfiltersmbfilter_koi8u.c_mbfl_filt_ident_koi8u.c;7;7
extr_xhyvesrcps2mouse.c_fifo_get.c;6;6
extr_linuxdriversmtdchipscfi_cmdset_0002.c_fixup_use_secsi.c;4;4
extr_linuxfsext2balloc.c_test_root.c;7;7
extr_linuxdriversstagingrtl8712rtl871x_mlme.c__r8712_sitesurvey_ctrl_handler.c;17;17
extr_linuxdriversgpudrmvmwgfxvmwgfx_va.c_vmw_stream_set_arg_handle.c;2;2
extr_hashcatsrcmodulesmodule_13722.c_module_init.c;94;94
extr_linuxdriversiommuintel-iommu.c_context_clear_entry.c;3;3
extr_tigsrcrefs.c_refs_get_column_data.c;13;13
extr_linuxsoundpciazt3328.c_snd_azf3328_pcm_prepare.c;6;6
extr_linuxdriversmediai2cov2680.c_ov2680_enum_frame_size.c;6;6
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_tim.c_TIM_ICStructInit.c;10;10
extr_radare2librdebugpnativexnuxnu_excthreads.c_handle_dead_notify.c;4;4
extr_FFmpeglibavresampleaudio_data.c_calc_ptr_alignment.c;7;7
extr_stbtools..stb.h_stb_from_utf8.c;29;29
extr_opensslcryptoenginetb_pkmeth.c_ENGINE_set_pkey_meths.c;3;3
extr_masscansrcmain-conf.c_count_cidr_bits.c;29;618
extr_libuvtesttest-ipc.c_close_cb.c;2;2
extr_linuxdriversgpudrmgma500psb_intel_sdvo.c_psb_intel_sdvo_get_dtd_from_mode.c;91;91
extr_libuvsrcunixlinux-syscalls.c_uv__accept4.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_eps3_Slot_inst_encode.c;2;2
extr_FFmpeglibavutillibm.h_ff_eval_poly.c;14;1026
extr_opensslcryptobiobss_file.c_file_new.c;7;7
extr_kphp-kdbdnsdns-data.c_dns_read_iterator_fetch_ushort.c;5;5
extr_darwin-xnuosfmkkernkern_stackshot.c_memory_iszero.c;19;19
extr_tenginesrchttpmodulesngx_http_charset_filter_module.c_ngx_http_charset_recode.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_callx12_Slot_inst_encode.c;2;2
extr_radare2libranal..includer_endian.h_UT64_SUB.c;8;8
extr_linuxdriversnetethernetdectulipde4x5.c_mii_swap.c;11;1535
extr_linuxarcharmkernelvdso.c_vdso_mremap.c;13;13
extr_opensslcryptoevppmeth_lib.c_EVP_PKEY_meth_copy.c;53;53
extr_linuxarchs390kerneldebug.c_debug_next_entry.c;28;28
extr_kphp-kdbdnsdns-engine.c_dns_init_accepted.c;5;5
extr_zstdtestsfuzzer.c_FUZ_highbit32.c;9;37
extr_rufussrcparser.c_make_flagged_int.c;26;54
extr_linuxtoolstestingselftestspowerpcsignalsignal.c_signal_handler.c;6;6
extr_linuxsoundisagusgus_volume.c_snd_gf1_lvol_to_gvol_raw.c;28;28
extr_linuxdriversmtdssfdc.c_get_parity.c;14;2046
extr_linuxdriversinfinibandcorecm_msgs.h_cm_req_set_alt_subnet_local.c;6;6
extr_linuxdriversvideofbdevatafb.c_falcon_vbl_switcher.c;6;6
extr_linuxdriversnetethernetmellanoxmlxswcore_thermal.c_mlxsw_thermal_get_trip_temp.c;7;7
extr_linuxdriverspwmpwm-tiehrpwm.c_set_prescale_div.c;29;29
extr_FFmpeglibavcodecmpeg4video_parser.c_ff_mpeg4_find_frame_end.c;33;3335
extr_hashcatsrcmodulesmodule_00500.c_module_init.c;88;88
extr_linuxdriversmediadvb-frontendsdib3000mc.c_dib3000mc_read_snr.c;3;3
extr_linuxtoolsperfutilintel-pt-decoderintel-pt-pkt-decoder.c_intel_pt_get_cyc.c;28;54
extr_linuxscriptskconfignconf.c_handle_f5.c;3;3
extr_linuxdriversstagingwilc1000wilc_wlan_cfg.c_wilc_wlan_cfg_set_hword.c;5;5
extr_darwin-xnuosfmkkerntask_policy.c_task_mark_used_for_purging.c;7;7
extr_opensslsslt1_lib.c_SSL_get_signature_type_nid.c;7;7
extr_linuxdriversnetethernetsamsungsxgbesxgbe_desc.c_sxgbe_tx_ctxt_desc_set_mss.c;2;2
extr_linuxtoolsperfarchx86utilintel-pt.c_intel_pt_first_wrap.c;16;16
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_tim.c_TIM_ICStructInit.c;10;10
extr_FFmpeglibavcodecmovtextenc.c_utf8_strlen.c;35;42
extr_linuxkernelschedfair.c_update_load_add.c;3;3
extr_linuxdriversclkqcomcommon.c_qcom_find_freq.c;9;9
extr_linuxdriversmtdsm_ftl.c_sm_cache_init.c;3;3
extr_linuxsoundsocomaprx51.c_rx51_get_spk.c;5;5
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libucs2le.h_ucs2le_wctomb.c;11;11
extr_FFmpeglibavformataviobuf.c_null_buf_write.c;8;8
extr_linuxdriverscryptotalitos.c_copy_talitos_ptr.c;7;7
extr_linuxdriversstagingrtl8712rtl871x_mlme.c_r8712_generate_random_ibss.c;12;12
extr_linuxdriversgpudrmnouveaunvkmsubdevbiosinit.c_init_exec_inv.c;2;2
extr_linuxdriversttyserialifx6x60.c_ifx_spi_setup_spi_header.c;8;8
extr_hashcatsrcbrain.c_brain_server_handle_signal.c;3;3
extr_ccvserveparsers.c_coord_parser_init.c;7;7
extr_swayswaytreeoutput.c_output_get_box.c;9;9
extr_linuxlibbtree.c_dec_key.c;6;6
extr_linuxtoolstestingselftestssizeget_size.c_num_to_str.c;21;47
extr_FFmpeglibavcodechnm4video.c_postprocess_current_frame.c;4;4
extr_radare2librasmp..archgbgbasm.c_str_op.c;5;5
extr_hashcatsrcmodulesmodule_19200.c_module_init.c;88;88
extr_nginxsrccorengx_string.c_ngx_atosz.c;21;21
extr_radare2librasmpasm_x86_nz.c_opfdivp.c;7;7
extr_linuxdriversatmhorizon.c_vpivci_to_channel.c;12;12
extr_mongoosemongoose.c_mg_parse_dns_resource_record.c;50;55
extr_libgit2srchashsha1dcsha1.c_SHA1DCSetUseDetectColl.c;5;5
extr_hashcatsrcmodulesmodule_13000.c_module_init.c;90;90
extr_kphp-kdbsearchsearch-data.c_get_idx_item.c;8;8
extr_linuxdriversgpudrmi915gvtdebugfs.c_vgpu_scan_nonprivbb_get.c;4;4
extr_linuxdriversinfinibandcoremulticast.c_adjust_membership.c;3;3
extr_linuxdriversmediadvb-frontendsas102_fe.c_as102_fe_read_signal_strength.c;6;6
extr_emscriptensystemliblibcmuslsrcstdiovfwscanf.c_store_int.c;6;6
extr_linuxsoundsocintelhaswellsst-haswell-ipc.c_sst_hsw_set_module_disabled_rtd3.c;5;5
extr_linuxnet6lowpannhc_ghc_ext_route.c_route_ghid_setup.c;7;7
extr_linuxdriversgpudrmi915selftests..i915_gem_object.h_i915_gem_object_set_readonly.c;2;2
extr_Craftdepssqlitesqlite3.c_pager_cksum.c;5;5
extr_linuxdriversnetethernetbrocadebnabfa_ioc.c_bfa_nw_ioc_mem_claim.c;4;4
extr_reactosdllwin32imaadp32.acmimaadp32.c_clamp_sample.c;6;6
extr_darwin-xnubsddevmunge.c_munge_wlww.c;9;9
extr_linuxdriversscsiqla2xxxqla_target.c_qlt_clear_mode.c;5;5
extr_gitxdiffxutils.c_xdl_mmfile_first.c;4;4
extr_linuxdriversscsiaic7xxxaic7xxx_93cx6.c_ahc_verify_cksum.c;8;8
extr_linuxdriversstagingks7010ks_hostif.c_hostif_status_init.c;5;5
extr_linuxarchpowerpcplatformspowernvpci-ioda-tce.c_pnv_pci_setup_iommu_table.c;14;14
extr_anypixelfirmwarecontrollersrcLEDproto.c_pack12bit.c;29;29
extr_gitwt-status.c_has_unmerged.c;4;4
extr_libuvtesttest-tcp-shutdown-after-write.c_alloc_cb.c;3;3
extr_emscriptentestsnbody-javaxmlvm-number.c_compareHighPrecision.c;11;11
extr_linuxdriversttyserial8250serial_cs.c_quirk_setup_brainboxes_0104.c;2;2
extr_tigsrcgraph-v2.c_continued_right.c;10;10
extr_wcdbandroidsqlciphersqlite3.c_hasColumn.c;9;1789
extr_linuxdriversiommuarm-smmu.c_arm_smmu_find_sme.c;8;8
extr_linuxdriversmediaradioradio-isa.c_radio_isa_valid_io.c;4;4
extr_linuxdriverswatchdogatlas7_wdt.c_atlas7_wdt_settimeout.c;3;3
extr_linuxdriversinfinibandhwocrdmaocrdma_hw.c_ocrdma_set_create_qp_dpp_cmd.c;15;15
extr_FFmpeglibavutilinteger.c_av_shr_i.c;3;3
extr_linuxfsext4extents_status.h_ext4_es_store_pblock_status.c;9;9
extr_linuxdriversedacamd64_edac.c_k8_early_channel_count.c;12;12
extr_nuklearexamplefile_browser.c_FILE_DEF.c;5;5
extr_linuxdriversscsisr_vendor.c_sr_vendor_init.c;3;3
extr_linuxsamplesbpfxdp2_kern.c_swap_src_dst_mac.c;9;9
extr_linuxdriversusbphyphy-mv-usb.c_mv_otg_set_peripheral.c;3;3
extr_linuxfsdebugfsfile.c_debugfs_u32_get.c;4;4
extr_linuxdriversmdpersistent-datadm-btree-spine.c_init_le64_type.c;9;9
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192se..wifi.h_set_hal_start.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Slot_xt_format1_Format_xt_flix64_slot0_4_get.c;6;6
extr_linuxdriversvideofbdevomaplcdc.c_disable_irqs.c;3;3
extr_linuxscriptsmodmodpost.c_find_extable_entry_size.c;6;6
extr_reactossdklib3rdpartylibxml2globals.c_xmlDeregisterNodeDefault.c;4;4
extr_hashcatdepsLZMA-SDKCLzmaEnc.c_RangeEnc_Construct.c;3;3
extr_linuxdriversmediadvb-frontendsmxl5xx.c_gold2root.c;18;2304
extr_mimikatzmodulessqlite3_omit.c_clearYMD_HMS_TZ.c;4;4
extr_netdatacollectorsplugins.d....daemon..libnetdatainlined.h_str2uint32_t.c;6;6
extr_anypixelfirmwaredisplayThirdPartySPLsrcstm32f0xx_rtc.c_RTC_DateStructInit.c;7;7
extr_redissrcnetworking.c_pauseClients.c;5;5
extr_gitrevision.c_init_all_refs_cb.c;5;5
extr_linuxdriverspcipcieaer_inject.c_find_pci_config_dword.c;13;13
extr_h2odepsmruby-jsonsrcparson.c_json_set_allocation_functions.c;3;3
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu8_hwmgr.c_smu8_clear_nb_dpm_flag.c;3;3
extr_linuxdriversnetwirelessrealtekrtlwifirtl8821ae..btcoexist..wifi.h_set_hal_start.c;3;3
extr_reactosdllopenglopengl32wgl_font.c_fixed_to_double.c;20;20
extr_linuxdriversgpudrmamdpowerplayhwmgrvega10_hwmgr.c_vega10_init_dpm_state.c;3;3
extr_h2odepslibyrmcdssend_text.c_textbuf_init.c;3;3
extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_set_unit.c;2;2
extr_linuxsoundpciymfpciymfpci_main.c_snd_ymfpci_spdif_default_info.c;5;5
extr_reactossdktoolswppppy.tab.c_cast_to_sint.c;6;6
extr_linuxdriversmediaplatformdavincivpbe_display.c_vpbe_disp_check_window_params.c;23;23
extr_netdatalibnetdatalog..inlined.h_str2uint64_t.c;6;6
extr_linuxdriversgpudrmdrm_mode_object.c_drm_mode_obj_find_prop_id.c;5;5
extr_tenginesrchttpv2ngx_http_v2_encode.c_ngx_http_v2_write_int.c;11;11
extr_linuxdriversgpudrmi915intel_fbc.c_intel_fbc_get_plane_source_size.c;9;9
extr_hashcatsrcmodulesmodule_11300.c_module_init.c;90;90
extr_linuxdriversnetethernethisiliconhns3hns3pfhclge_tm.c_hclge_fill_pri_array.c;11;11
extr_FFmpeglibavcodecaacdec_fixed.c_DEC_UPAIR.c;18;18
extr_linuxdriversnetfjesfjes_ethtool.c_fjes_set_ethtool_ops.c;2;2
extr_linuxdriversvideofbdevimsttfb.c_setclkMHz.c;35;1101
extr_darknetsrcstb_image.h_stbi__start_mem.c;9;9
extr_kittykittyfonts.c_set_cell_sprite.c;11;11
extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_find_syncrate.c;39;39
extr_FFmpeglibavutilfixed_dsp.c_butterflies_fixed_c.c;16;2556
extr_linuxdriversusbgadgetudcfsl_qe_udc.c_qe_ep_toggledata01.c;3;3
extr_FFmpeglibavresampledither.c_dither_int_to_float_rectangular_c.c;15;2047
extr_php-srcsapiapache2handlersapi_apache2.c_php_server_context_cleanup.c;3;3
extr_linuxdriversbaseregmapregmap.c_regmap_format_16_native.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_xsr_ccompare1_Slot_inst_encode.c;2;2
extr_ccvservescd.c_uri_scd_detect_objects_intro.c;6;6
extr_BGAQRCode-Androidzbarsrcmainjnizbarimage.c_zbar_image_set_userdata.c;2;2
extr_linuxsoundpcimixartmixart_mixer.c_mixart_analog_vol_info.c;16;16
extr_scrcpyappsrcbuffer_util.h_buffer_write32be.c;11;11
extr_linuxtoolstestingselftestspowerpcstringloopsstring.c_test_strlen.c;6;201
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_l32i_Slot_xt_flix64_slot0_encode.c;2;2
extr_linuxdriversnetusbsierra_net.c_sierra_net_set_private.c;3;3
extr_linuxsoundusbmixer_quirks.c_snd_audigy2nx_led_get.c;6;6
extr_linuxarchm68kamigacia.c_cia_able_irq.c;23;23
extr_linuxdriverspcipcieaspm.c_encode_l12_threshold.c;13;13
extr_FFmpeglibavformatavc.c_ff_avc_mp4_find_startcode.c;27;1297
extr_linuxdriversisdnhardwareeiconplatform.h_diva_os_atomic_decrement.c;4;4
extr_numpynumpycoresrcmultiarraycalculation.c_power_of_ten.c;11;991
extr_stbtools..stb.h_stb_arith_init_encode.c;4;4
extr_hashcatdepsLZMA-SDKCMtDec.c_MtProgress_Init.c;6;6
extr_linuxfsfatnamei_vfat.c___vfat_striptail_len.c;11;11
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_ipfl_Slot_inst_encode.c;2;2
extr_linuxdriversnetcanslcan.c_slc_setup.c;16;16
extr_nodemcu-firmwareappspiffsspiffs_nucleus.c_spiffs_fd_get.c;7;7
extr_linuxdriversnetethernetsunniu.c_port_has_10g.c;9;9
extr_linuxdriversinfinibandhwbnxt_remain.c_bnxt_re_fill_fw_msg.c;6;6
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_imm6lo_Slot_inst16a_set.c;7;7
extr_linuxmmpercpu.c_pcpu_set_page_chunk.c;2;2
extr_linuxdriversgpudrmradeonbtc_dpm.c_btc_set_valid_flag.c;3;3
extr_linuxdriversnetethernetqlogicqedqed_cxt.c_qed_cxt_tid_seg_info.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_uimm16x4_decode.c;6;6
extr_linuxdriversisdnmISDNdsp_biquad.h_biquad2.c;19;19
extr_linuxdriversgpudrmdrm_edid.c_drm_parse_ycbcr420_deep_color_info.c;2;2
extr_linuxdriversnetethernetamdau1000_eth.c_au1000_update_rx_stats.c;8;8
extr_linuxdriversusbhostdwc_common_portdwc_common_fbsd.c_dmamap_cb.c;3;3
extr_linuxdriversnetethernetmellanoxmlx5coreen_fs.c_mlx5e_set_ttc_basic_params.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_epc4_Slot_inst_encode.c;2;2
extr_opensslcryptoevpevp_lib.c_EVP_CIPHER_CTX_clear_flags.c;3;3
extr_linuxdriversdmaxilinxzynqmp_dma.c_zynqmp_dma_desc_config_eod.c;6;6
extr_linuxdriversgpudrmradeonsumo_smc.c_sumo_power_of_4.c;8;770
extr_ccvserveuri.c_uri_root_discovery.c;6;6
extr_linuxnetschedcls_matchall.c_mall_bind_class.c;5;5
extr_linuxdriversvideofbdevsunxvr2500.c_s3d_setcolreg.c;4;4
extr_twemproxysrcnc_array.h_array_set.c;5;5
extr_mpvstreamstream_dvd.c_dvd_lang_from_aid.c;9;9
extr_wcdbandroidsqlciphersqlite3.c_disableLookaside.c;4;4
extr_hashcatsrcmodulesmodule_13711.c_module_init.c;94;94
extr_labenginecodebspcportals.c_P_AddNodeToList.c;8;8
extr_linuxnetnetfilteripvsip_vs_sync.c_in_persistence.c;7;7
extr_opensslcryptoengineeng_lib.c_engine_set_all_null.c;10;10
extr_h2ot00unitlibcommon........libcommon....depsssl-conservatoryopensslopenssl_hostname_validation.c_has_nul.c;11;333
extr_linuxdriversmediapcicobaltcobalt-v4l2.c_cobalt_queue_setup.c;17;17
extr_linuxdriversmdmd.c_cmd_match.c;13;13
extr_linuxdriversusbusbipusbip_common.c_usbip_pack_iso.c;11;11
extr_SoftEtherVPNsrcNeoNDIS5.c_NeoNdisSet.c;6;6
extr_kphp-kdbdrinklessdl-aho.c_trie_arr_getc.c;7;7
extr_linuxdriversmediapciddbridgeddbridge-sx8.c_get_snr.c;11;11
extr_opensslsslt1_lib.c_tls1_in_list.c;11;1281
extr_linuxdriversphytiphy-twl4030-usb.c_twl4030_set_peripheral.c;7;7
extr_emscriptentestsfreealutsrcalutUtil.c__alutFormatGetBitsPerSample.c;6;6
extr_linuxdriversmediadvb-frontendsnxt200x.c_nxt200x_crc.c;18;88
extr_linuxdriversmediadvb-frontendsdib7000p.c_dib7000p_fe_get_tune_settings.c;3;3
extr_linuxfsnfsnfs4proc.c_nfs4_update_delay.c;13;13
extr_h2ot00unitlibhandler........libhandlerfastcgi.c_encode_uint16.c;3;3
extr_linuxdriversnubusnubus.c_nubus_get_root_dir.c;8;8
extr_masscansrcsmack1.c_r_rand.c;6;6
extr_rufussrcext2fsopenfs.c_ext2fs_get_data_io.c;5;5
extr_linuxdrivershsiclientsssi_protocol.c_ssip_pn_setup.c;19;19
extr_linuxmmkmemleak.c___paint_it.c;4;4
extr_linuxarchpowerpcplatformspowernvvas-window.c_get_uwc_mmio_bar.c;8;8
extr_emscriptensystemliblibcmuslsrcthreadpthread_attr_setstack.c_pthread_attr_setstack.c;12;12
extr_linuxdriversnetwirelessathath9kahb.c_ath_ahb_read_cachesize.c;4;4
extr_swayswaytreeview.c_view_has_executed_criteria.c;6;6
extr_brotlicencencode.c_CheckFlushComplete.c;4;4
extr_opensslcryptobiobio_lib.c_BIO_set_shutdown.c;2;2
extr_linuxnet6lowpannhc_ipv6.c_ipv6_nhid_setup.c;7;7
extr_linuxnetipv6mcast.c_mld_set_v1_mode.c;6;6
extr_nginxsrccorengx_string.c_ngx_strnlen.c;12;334
extr_emscriptensystemliblibcmuslsrcthreadpthread_getcpuclockid.c_pthread_getcpuclockid.c;6;6
extr_linuxdriversnubusnubus.c_nubus_rewinddir.c;5;5
extr_linuxdriversstagingrtlwifihalmachalmac_api.c_halmac_convert_to_sdio_bus_offset.c;3;3
extr_linuxdriversstagingmediabcm2048radio-bcm2048.c_bcm2048_vidioc_g_input.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_l8ui_Slot_inst_encode.c;2;2
extr_linuxarchx86kernelkexec-bzimage64.c_setup_initrd.c;10;10
extr_reactosdlldirectxwinewined3dglsl_shader.c_shader_glsl_invalidate_current_program.c;17;17
extr_swayswaydesktopxwayland.c_get_geometry.c;10;10
extr_linuxdriversblockrsxxcore.c___disable_intr.c;3;3
extr_kphp-kdbutiltftp.c_tftp_fetch_string.c;25;537
extr_linuxdriversmtdnftlmount.c_memcmpb.c;10;10
extr_xhyvesrcps2kbd.c_fifo_get.c;6;6
extr_linuxdriversstaginggreybussdio.c__gb_sdio_set_host_caps.c;103;103
extr_linuxdriverspowersupplybq27xxx_battery.c_bq27xxx_battery_checksum_dm_block.c;4;4
extr_radare2shlrtcctccpp.c_bn_lshift.c;3;3
extr_linuxnetschedsch_cbq.c_cbq_set_lss.c;15;15
extr_linuxdriversmiscaltera-staplaltera.c_altera_check_stack.c;4;4
extr_linuxdriversstagingrtl8192ertl819x_HTProc.c_HTUpdateDefaultSetting.c;15;15
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192sephy.c__rtl92s_phy_calculate_bit_shift.c;6;6
extr_h2odepspicotlsfuzzfuzz-client-hello.c_deterministic_random_bytes.c;9;9
extr_radare2librasmpasm_x86_nz.c_opvmptrst.c;4;4
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_wlan_util.c_UpdateBrateTblForSoftAP.c;1;1
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_simm8_decode.c;4;4
extr_linuxnet6lowpannhc_udp.c_udp_nhid_setup.c;7;7
extr_linuxarcharmprobeskprobescheckers-common.c_checker_stack_use_unknown.c;3;3
extr_reactoswin32ssprintingmonitorslocalmonmain.c__IsNEPort.c;6;6
extr_linuxnet6lowpannhc_ghc_ext_frag.c_frag_ghid_setup.c;7;7
extr_BGAQRCode-Androidzbarsrcmainjnilibiconv-1.15libcp1133.h_cp1133_wctomb.c;15;15
extr_opensslsslstatemstatem_srvr.c_ossl_statem_server13_read_transition.c;6;6
extr_linuxdriversinfinibandulpiseriser_memory.c_iser_inv_rkey.c;8;8
extr_linuxdriversisdnhardwareeiconmaintidi.c_diva_line_event.c;6;6
extr_reactosdll3rdpartylibxsltxsltutils.c_xsltSetSortFunc.c;4;4
extr_linuxdriversgpudrmamdpowerplayhwmgrsmu8_hwmgr.c_smu8_get_uvd_level.c;5;5
extr_linuxdriversnetethernetrenesassh_eth.c_sh_eth_set_default_cpu_data.c;15;15
extr_linuxdriversgpudrmhisiliconhibmchibmc_ttm.c_hibmc_ttm_placement.c;31;31
extr_linuxdriversnetwirelessrealtekrtlwifibtcoexisthalbtcoutsrc.c_exhalbtc_set_chip_type.c;7;7
extr_linuxdriversscsismartpqismartpqi_init.c_pqi_device_reset_done.c;2;2
extr_labq3map2libsmathlibmathlib.c_VectorCopyAccuToRegular.c;7;7
extr_darwin-xnuosfmkarm64lowmem_vectors.c_patch_low_glo_vm_page_info.c;6;6
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_xmit.c_rtw_count_tx_stats.c;5;5
extr_darwin-xnubsdnetnecp.c_necp_count_dots.c;13;1791
extr_obs-studiolibobsgraphics..utillexer.h_lexer_reset.c;3;3
extr_FFmpeglibavfiltervf_transpose.c_transpose_block_8_c.c;31;392969
extr_netdatacollectorsnfacct.plugin....libnetdatainlined.h_str2ull.c;6;6
extr_linuxdriversmediatunerstuner-simple.c_simple_get_frequency.c;5;5
extr_h2odepsklibbgzf.c_packInt16.c;4;4
extr_linuxdriversstagingcomedidriverscomedi_parport.c_parport_intr_insn_bits.c;3;3
extr_linuxdriversinfinibandcorecm_msgs.h_cm_req_set_alt_local_ack_timeout.c;5;5
extr_linuxarchpowerpckvmbook3s_hv.c_init_vcore_to_run.c;5;5
extr_linuxdriversinfinibandcorecm_msgs.h_cm_rej_set_reject_info_len.c;5;5
extr_BGAQRCode-Androidzbarsrcmainjnizbardecoderdatabar.c_append_check14.c;31;175
