name;static_instructions;dynamic_instructions
extr_linuxdriverslightnvmpblk-core.c_pblk_set_sec_per_write.c;2;2
extr_darwin-xnuosfmkarm64lowmem_vectors.c_patch_low_glo_static_region.c;3;3
extr_linuxdriversnetwirelessathath10kdebugfs_sta.c_ath10k_rx_stats_update_amsdu_subfrm.c;10;10
extr_FFmpeglibavfilteraf_anequalizer.c_butterworth_fo_section.c;79;79
extr_FFmpeglibavformatmxfdec.c_mxf_metadataset_init.c;5;5
extr_darwin-xnubsdnetif_bond.c_bondport_flags_clear_mux_attached.c;4;4
extr_FFmpeglibavcodech264_redundant_pps_bsf.c_h264_redundant_pps_fixup_pps.c;9;9
extr_labenginecodeq3_uiui_teamorders.c_UI_TeamOrdersMenu_SetList.c;15;15
extr_linuxdriversmddm-io.c_vm_next_page.c;5;5
extr_linuxdriverspcicontrollervmd.c_vmd_detach_resources.c;7;7
extr_linuxdriversblockaoeaoecmd.c_aoecmd_wreset.c;9;9
extr_linuxdriversdmaioat..dmaengine.h_dma_cookie_init.c;4;4
extr_linuxdriversnetethernetintelixgbevfmbx.c_ixgbevf_init_mbx_params_vf.c;11;11
extr_linuxdriverspcmciacistpl.c_parse_jedec.c;10;10
extr_linuxdriversstagingcomedidriversni_tio.c_ni_m_gate2_to_generic_gate.c;3;3
extr_linuxdriverspinctrlmediatekpinctrl-mtk-common.c_mtk_pctrl_is_function_valid.c;5;5
extr_opensslcryptobiobio_lib.c_BIO_set_callback_ex.c;2;2
extr_linuxdriverscharipmiipmi_si_intf.c_ipmi_si_set_not_busy.c;2;2
extr_php-srcextpcrepcre2libsljitsljitLir.c_sljit_set_compiler_memory_error.c;4;4
extr_linuxarcharmmach-imxcpu.c_mxc_set_cpu_type.c;2;2
extr_linuxsoundfirewireoxfwoxfw-spkr.c_spkr_mute_get.c;9;9
extr_linuxdriverss390ciofcx.c_tcw_set_tsb.c;2;2
extr_linuxdriversinfinibandhwmlx5main.c_translate_max_vl_num.c;6;6
extr_The-Art-Of-Programming-By-Julyebookcodec6.9：Trie树.c_incTrieNode.c;2;2
extr_php-srcextmbstringlibmbflfiltersmbfilter_euc_tw.c_mbfl_filt_ident_euctw.c;6;6
extr_FFmpeglibavfiltervf_extractplanes.c_extract_from_packed.c;40;2580
extr_labenginecoderenderergl2tr_shade_calc.c_RB_CalcScaleTexMatrix.c;8;8
extr_mongoosemongoose.c_mg_dns_next_record.c;13;13
extr_linuxkernelrcutiny.c_rcu_qsctr_help.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_and_Slot_inst_encode.c;2;2
extr_linuxblockblk-settings.c_blk_queue_lld_busy.c;2;2
extr_linuxdriversmediadvb-frontendsdrxd_hard.c_drxd_read_snr.c;3;3
extr_reactosdll3rdpartylibxsltxsltutils.c_xsltSetCtxtSortFunc.c;2;2
extr_linuxsoundsparcdbri.c_snd_cs4215_info_volume.c;13;13
extr_linuxtoolsperfutiltop.c_perf_top__reset_sample_counters.c;5;5
extr_linuxvirtkvmkvm_main.c_vm_stat_clear_per_vm.c;5;5
extr_libuiunixtablemodel.c_uiTableModel_iter_parent.c;4;4
extr_linuxdriversandroidbinder.c_binder_inc_node_tmpref_ilocked.c;2;2
extr_tenginesrchttpngx_http_variables.c_ngx_http_variable_request.c;10;10
extr_linuxdriversgpudrmamdamdgpusdma_v3_0.c_sdma_v3_0_set_irq_funcs.c;5;5
extr_linuxdriversscsiipr.c_ipr_reset_wait_for_dump.c;13;13
extr_gitprogress.c_progress_interval.c;2;2
extr_linuxdriversnetethernetfreescalefmanmac.c_setup_dtsec.c;34;34
extr_opensslsslssl_lib.c_SSL_dane_clear_flags.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_z_Slot_inst16b_set.c;7;7
extr_linuxdriversgpudrmamddisplaydcbiosdce110command_table_helper_dce110.c_clock_source_id_to_atom.c;8;8
extr_kphp-kdbmsg-searchmsg-search-binlog.c_set_log_data.c;3;3
extr_linuxdriversgpudrmamddisplaydccoredc_link_ddc.c_dal_ddc_service_set_transaction_type.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_sext_Slot_xt_flix64_slot2_encode.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_s16i_Slot_xt_flix64_slot0_encode.c;2;2
extr_linuxdriversplatformx86intel_telemetry_core.c_telemetry_set_pltdata.c;8;8
extr_redissrclistpack.c_lpEncodeBacklen.c;13;13
extr_linuxdriverss390netqeth_l3_main.c_qeth_l3_neigh_setup.c;6;6
extr_reactosmodulesrostestsapitestsgdi32DPtoLP.c_SetXForm2.c;6;6
extr_FFmpeglibavcodecqdm2.c_qdm2_packet_checksum.c;11;1027
extr_linuxnettipcmonitor.c_map_set.c;8;8
extr_darwin-xnubsdkernuipc_socket.c_get_sockev_state.c;3;3
extr_php-srcextffiffi.c_zend_ffi_expr_neg.c;20;20
extr_netdatacollectorscgroups.plugin....daemon..libnetdatainlined.h_strncpyz.c;22;2050
extr_linuxdriversplatformx86compal-laptop.c_initialize_fan_control_data.c;3;3
extr_linuxdriversmediai2cad9389b.c_edid_block_verify_crc.c;12;520
extr_linuxdriverspcmciarsrc_mgr.c_static_init.c;3;3
extr_linuxfslibfs.c_simple_statfs.c;9;9
extr_linuxdriversclksprdcommon.c_sprd_clk_set_regmap.c;3;3
extr_linuxdriversgpudrmradeonrv770_dpm.c_rv770_encode_yclk_post_div.c;6;6
extr_linuxdriversnetwirelessrealtekrtl8192cucorertw_security.c_os_strlen.c;8;268
extr_linuxdriversscsiaic7xxxaic7xxx_core.c_ahc_freeze_untagged_queues.c;5;5
extr_emscriptentestsfreetypesrcbaseftstroke.c_ft_stroke_border_init.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_andbc_Slot_inst_encode.c;2;2
extr_toxcoretoxcoreonion_client.c_onion_backup_nodes.c;12;12
extr_linuxdriversnetwirelessmediatekmt7601utx.c_mt7601u_tx_pktid_dec.c;9;9
extr_linuxfscifscifs_unicode.h_UniStrnlen.c;12;1282
extr_FFmpeglibavformatmov.c_mov_read_mdat.c;5;5
extr_reactosmodulesrosappsapplicationssysutilsutilspicemodulesymbols.c_ReadHex.c;23;23
extr_linuxdriversmediatunersmxl5007t.c_mxl5007t_get_if_frequency.c;8;8
extr_gitargv-array.c_argv_array_init.c;5;5
extr_emscriptentestsnbody-javaxmlvm-number.c_simpleAddHighPrecision.c;21;21
extr_linuxdriversparportparport_gsc.c_parport_gsc_init_state.c;7;7
extr_linuxnetatmaddr.c_check_addr.c;6;6
extr_linuxarchx86xenpmu.c_xen_convert_regs.c;13;13
extr_linuxdriversnetwirelessathath5kphy.c_ath5k_hw_rfgain_opt_init.c;8;8
extr_reactosdllwin32rpcrt4ndr_marshall.c_align_length.c;7;7
extr_linuxdriversblockskd_main.c_skd_chk_read_buf.c;4;4
extr_linuxnet6lowpannhc_routing.c_routing_nhid_setup.c;7;7
extr_tenginemodulesngx_http_tfs_modulengx_tfs_common.c_ngx_http_tfs_atoll.c;11;11
extr_linuxdriversnetwirelessathath10khtt_tx.c_ath10k_htt_set_tx_ops.c;7;7
extr_linuxsoundpcimixartmixart_mixer.c_mixart_digital_vol_info.c;9;9
extr_linuxdriversgpudrmgma500cdv_intel_display.c_cdv_intel_clock.c;14;14
extr_mongoosetestunit_test.c_ev_timer_handler.c;5;5
extr_linuxdriversnetwirelesstiwlcorewlcore.h_wlcore_set_min_fw_ver.c;32;32
extr_linuxdriverscdromcdrom.c_cdrom_dummy_generic_packet.c;12;12
extr_linuxdriversnetethernetqlogicqlcnicqlcnic_83xx_vnic.c_qlcnic_83xx_config_vnic_buff_descriptors.c;11;11
extr_darwin-xnuosfmkvmvm_compressor.c_cslot_copy.c;5;5
extr_reactossdktoolshhpcompchmcchmc.c_chmc_reset_table_init.c;9;9
extr_linuxdriversthermalof-thermal.c_of_thermal_set_trip_hyst.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_addi_Slot_xt_flix64_slot0_encode.c;2;2
extr_micropythonportspic16bitpic16bit_mphal.c_mp_hal_set_interrupt_char.c;2;2
extr_linuxsoundpcictxficthw20k1.c_amixer_set_dirty_all.c;3;3
extr_linuxdriversgpudrmamdamdgpugmc_v6_0.c_gmc_v6_0_set_gmc_funcs.c;3;3
extr_linuxdriversstagingrtlwifiphydmrtl8822bphydm_hal_api8822b.c_phydm_check_bit_mask.c;12;12
extr_radare2librasmp..archavravr_disasm.c_extractDataFromMask.c;22;205
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_ctrl_channelfreq_set.c;7;7
extr_FFmpeglibavfilterasrc_anoisesrc.c_pink_filter.c;50;50
extr_linuxdriversnetwirelessrealtekrtlwifirtl8192c..wifi.h_set_hal_stop.c;3;3
extr_linuxarchpowerpcplatformspowermacnvram.c_core99_calc_adler.c;11;11
extr_obs-studiodepslzmaliblzmacheck....commontuklib_integer.h_unaligned_write16be.c;5;5
extr_openpilotpandatestssafetytest.c_set_gm_rt_torque_last.c;2;2
extr_linuxfshpfsdnode.c_hpfs_pos_subst.c;3;3
extr_linuxfsconfigfsdir.c_configfs_init_bin_file.c;3;3
extr_linuxnetdccpccids..dccp.h_dccp_set_seqno.c;3;3
extr_rufussrcsyslinuxlibinstallersyslxint.h_set_16.c;4;4
extr_emscriptensystemliblibcmuslsrcprngrand.c_srand.c;3;3
extr_mpvfiltersf_output_chain.c_mp_output_get_measured_total_delay.c;6;6
extr_opensslcryptotsts_req_utils.c_TS_REQ_set_cert_req.c;6;6
extr_linuxdriversnetwirelessathcarl9170carl9170.h___carl9170_set_state.c;2;2
extr_linuxarchpowerpcperfimc-pmu.c_update_pmu_ops.c;24;24
extr_mpvfiltersf_output_chain.c_reset.c;3;3
extr_linuxsoundpcicmipci.c_cmipci_sb_reg_decode.c;24;24
extr_linuxdriversacpiacpicautstrsuppt.c_acpi_ut_strtoul_add64.c;9;9
extr_linuxdriversnetethernetnetronomenfpnfpcorenfp_nsp.c_nfp_nsp_config_set_modified.c;2;2
extr_linuxdriversnetethernetnetronomenfpnfp_net_ethtool.c_nfp_net_set_ethtool_ops.c;2;2
extr_linuxdriversmtdnandonenandonenand_base.c_onenand_ooblayout_128_ecc.c;5;5
extr_FFmpeglibavcodecac3dsp.c_ac3_compute_mantissa_size_c.c;8;8
extr_linuxdriversnetethernetchelsiolibcxgblibcxgb_ppm.h_cxgbi_ppm_ppod_clear.c;2;2
extr_linuxsamplesbpfxdpsock_user.c_umem_nb_free.c;6;6
extr_linuxdriversisdnmISDNstack.c_mISDN_initstack.c;2;2
extr_libui_futureunittesttesting_testing.c_testingTFail.c;2;2
extr_linuxdriversgpudrmamdamdgputonga_ih.c_tonga_ih_set_interrupt_funcs.c;3;3
extr_radare2librbinpbin_xnu_kernelcache.c_swizzle_io_read.c;12;12
extr_linuxdriversmediadvb-frontendsstv090x.c_find_dev.c;5;5
extr_linuxdriversmediadvb-frontendslgs8gl5.c_lgs8gl5_read_ucblocks.c;3;3
extr_linuxtoolslibbpflibbpf.c_libbpf_set_print.c;4;4
extr_linuxdriversgpudrmamddisplaydci2cauxengine_base.c_dal_i2caux_construct_engine.c;3;3
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bgez_Slot_inst_encode.c;2;2
extr_hashcatsrcmodulesmodule_05200.c_module_init.c;89;89
extr_linuxcryptoskcipher.c_skcipher_prepare_alg.c;26;26
extr_libuvsrcuv-data-getter-setters.c_uv_req_set_data.c;2;2
extr_FFmpeglibavcodecratecontrol.c_update_predictor.c;4;4
extr_linuxarchx86bootcompressed..string.c_strnlen.c;17;401
extr_php-srcsapilitespeedlsapilib.c_LSAPI_Set_Max_Idle_Children.c;6;6
extr_gitdiff.c_checkdiff_consume_hunk.c;3;3
extr_netdatacollectorscups.plugin....libnetdatainlined.h_simple_hash.c;14;462
extr_FFmpeglibavfilteraf_compand.c_update_volume.c;10;10
extr_reactossdklib3rdpartystlportsrcc_locale_win32c_locale_win32.c___ConvertDate.c;62;1605
extr_linuxdriversinfinibandhwhfi1vnic_main.c_update_len_counters.c;11;11
extr_openpilotphonelibsnanovgstb_truetype.h_stbtt_setvertex.c;6;6
extr_SoftEtherVPNsrcCedarVirtual.c_NatSetHubOption.c;4;4
extr_obs-studiodepslzmaliblzmacheck....commontuklib_integer.h_write64ne.c;2;2
extr_linuxdriversscsiaic7xxxaic79xx_core.c_ahd_dmamap_cb.c;3;3
extr_tenginesrchttpmodulesngx_http_headers_filter_module.c_ngx_http_headers_filter_init.c;10;10
extr_mongoosemongoose.c_byteReverse.c;8;770
extr_stbtestsprereleasestb_lib.h_stb_fixpath.c;8;397
extr_linuxdriversgpuipu-v3ipu-common.c_ipu_degrees_to_rot_mode.c;9;9
extr_micropythonpybinary.c_mp_binary_set_val_array_from_int.c;4;4
extr_linuxkerneltraceftrace.c_ftrace_reset_array_ops.c;4;4
extr_linuxcryptoecc.c_vli_num_digits.c;14;14
extr_linuxdriversttyserialioc4_serial.c_ioc4_cb_post_ncs.c;9;9
extr_Craftdepslodepnglodepng.c_lodepng_color_mode_equal.c;5;5
extr_labenginecodeqcommonmsg.c_MSG_BeginReadingOOB.c;5;5
extr_linuxdriverss390charraw3270.c_raw3270_request_set_cmd.c;2;2
extr_linuxarchx86kernelparavirt.c_paravirt_patch_jmp.c;9;9
extr_linuxdriversipackipack.c_ipack_crc_byte.c;14;63
extr_php-srcsapicliphp_cli_server.c_php_cli_server_buffer_ctor.c;3;3
extr_anypixelfirmwarecontrollerThirdPartySPLsrcstm32f4xx_usart.c_USART_StructInit.c;13;13
extr_libuvtesttest-pipe-close-stdout-read-stdin.c_alloc_buffer.c;3;3
extr_emscriptentestslzmalzmaLzFind.c_MatchFinder_Normalize3.c;12;1790
extr_kcpikcp.c_ikcp_ack_get.c;16;16
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_dhi_Slot_inst_encode.c;2;2
extr_radare2librbinpdbtpi.c_init_tpi_stream.c;3;3
extr_linuxdriversmtdspi-norspi-nor.c_spi_nor_select_erase.c;4;4
extr_linuxdriversmediadvb-frontendsaf9013.c_af9013_get_tune_settings.c;5;5
extr_linuxnetbridgebr_multicast.c_mcast_stats_add_dir.c;7;7
extr_linuxdriversmediadvb-frontendscxd2880cxd2880_devio_spi.c_cxd2880_io_spi_create.c;16;16
extr_reactosbaseapplicationsmstscbsops.c_bs_set_clip.c;7;7
extr_hashcatsrcmodulesmodule_00120.c_module_init.c;86;86
extr_linuxdriversnetethernetbroadcombnxtbnxt.c_bnxt_clear_ring_indices.c;6;6
extr_libgit2depsregexregcomp.c_mark_opt_subexp.c;5;5
extr_linuxfsoverlayfssuper.c_ovl_unescape.c;23;791
extr_linuxfsnilfs2the_nilfs.h_nilfs_get_segment_range.c;10;10
extr_linuxsoundpciice1712vt1720_mobo.c_k8x800_init.c;5;5
extr_linuxdriversstagingcomedidriversusbdux.c_usbdux_pwm_period.c;14;14
extr_linuxdriversmediapcicx88cx88-dvb.c_stv0900_set_ts_param.c;5;5
extr_radare2shlrsdbsrctypes.h_ut32_unpack.c;12;12
extr_emscriptensystemliblibcmuslsrcnetworkgetnameinfo.c_itoa.c;20;46
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_op2_Slot_inst_set.c;7;7
extr_linuxdriversgpudrmamdamdgpuiceland_ih.c_iceland_ih_set_interrupt_funcs.c;3;3
extr_swayswaytreecontainer.c_container_remove_gaps.c;16;16
extr_linuxdriversnetethernetneterionvxgevxge-traffic.c_vxge_hw_ring_handle_tcode.c;9;9
extr_labenginecodebotlibl_precomp.c_PC_SetPunctuations.c;2;2
extr_linuxdriversideide-io.c_ide_unlock_port.c;2;2
extr_reactosmodulesrostestswinetestscomctl32taskdialog.c_init_test_message.c;12;12
extr_opensslcryptodhdh_lib.c_DH_clear_flags.c;3;3
extr_darwin-xnubsdlibkernskpc.c_skpc.c;10;10
extr_linuxnetipv4fib_lookup.h_fib_result_assign.c;2;2
extr_darwin-xnubsddevarmconf.c_chrtoblk_set.c;4;4
extr_linuxarchx86kernelvm86_32.c_clear_AC.c;4;4
extr_kphp-kdbcommoncrc32.c_gf32_mod.c;20;2250
extr_linuxlibstring.c_strchrnul.c;14;462
extr_os-tutorial19-interrupts-irqskernelutil.c_memory_set.c;9;1025
extr_linuxdriversstagingmostvideovideo.c_vidioc_g_std.c;4;4
extr_netdatalibnetdataclocks..inlined.h_strncpyz.c;22;2050
extr_linuxarcharm64kvmsys_regs.h_read_zero.c;3;3
extr_linuxdriversscsicxgbicxgb3i..libcxgbi.h_cxgbi_sock_compute_wscale.c;12;12
extr_linuxfsfuseinode.c_sanitize_global_limit.c;6;6
extr_gitsha1-file.c_hash_algo_by_id.c;4;4
extr_reactossdktoolshhpcompchmcencint.h_chmc_encint.c;30;40
extr_linuxarchx86xenp2m.c_p2m_init.c;3;3
extr_php-srcextmbstringlibmbflfiltersmbfilter_cp5022x.c_mbfl_filt_ident_cp50221.c;11;11
extr_linuxdriversscsistex.c_stex_get_status.c;11;11
extr_linuxdriversstagingrtl8723bscorertw_security.c_secmicputuint32.c;10;28
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_excsave4_Slot_inst_encode.c;2;2
extr_FFmpeglibavcodecalphablockdsp_alpha.c_clear_blocks_axp.c;6;6
extr_linuxsoundisagusgus_pcm.c_snd_gf1_pcm_volume_info.c;7;7
extr_obs-studiolibobsobs-source.c_multiply_output_audio.c;4;4
extr_FFmpeglibavcodecaacps.c_map_idx_34_to_20.c;128;128
extr_linuxarchx86kvmx86.c_kvm_update_dr0123.c;8;8
extr_reactosdllwin32comctl32listbox.c_LISTBOX_GetSelCount.c;5;5
extr_reactossdklibrtlactctx.c_find_first_id_entry.c;4;4
extr_linuxdriversmediaplatformstideltadelta-v4l2.c_delta_recycle_default.c;5;5
extr_linuxdriversmediaplatformrockchiprgarga.c_vidioc_enum_fmt.c;6;6
extr_kphp-kdbsearchrpc-proxy-search.c_clear_gather_heap.c;5;5
extr_linuxdriversmediav4l2-corev4l2-ctrls.c_handler_set_err.c;4;4
extr_labenginecodebspcaas_file.c_AAS_DData.c;12;1282
extr_radare2librasmarchxtensagnuxtensa-modules.c_Operand_xt_wbr18_label_decode.c;7;7
extr_linuxdriversisdnhardwareeiconmessage.c_chi_to_channel.c;25;25
extr_libgit2srcpatch_generate.c_patch_generated_update_binary.c;22;22
extr_radare2binrpreloadalloc.c_r_free.c;10;10
extr_labq3map2libspicomodelpicomodel.c_PicoSetSurfaceSpecial.c;7;7
extr_linuxdriversmediausbzr364xxzr364xx.c_zr364xx_vidioc_g_input.c;3;3
extr_hashcatsrcmodulesmodule_02400.c_module_init.c;86;86
extr_linuxdriversstagingrtl8712rtl871x_mlme.h_set_fwstate.c;2;2
extr_libuvtestbenchmark-loop-count.c_idle2_cb.c;2;2
extr_linuxdriversinfinibandcorecma.c_cma_set_req_event_data.c;21;21
extr_goaccesssrcwebsocket.c_ws_set_config_strict.c;2;2
extr_h2odepshiredisread.c_readBytes.c;10;10
extr_kphp-kdbtargtarg-engine.c_convert_mode.c;9;9
extr_linuxdriversvideofbdevatafb.c_ext_get_par.c;3;3
extr_FFmpeglibavformatsbgdec.c_lex_name.c;23;23
extr_linuxdriversmediadvb-frontendslgs8gl5.c_lgs8gl5_read_ber.c;3;3
extr_linuxdriversgpudrmnouveaunvkmenginepmbase.c_nvkm_perfmon_child_get.c;5;5
extr_BGAQRCode-Androidzbarsrcmainjnizbarimage.c_zbar_image_set_size.c;7;7
extr_linuxdriversscsiufsufs-qcom.c_ufs_qcom_get_default_testbus_cfg.c;4;4
extr_linuxsoundusbcaiaqaudio.c_all_substreams_zero.c;4;4
extr_linuxdriversscsilibiscsi_tcp.c_iscsi_tcp_segment_splice_digest.c;9;9
extr_labenginecodebspcmap_q2.c_MakeAreaPortalBrush.c;5;5
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_rsr_epc2_Slot_inst_encode.c;2;2
extr_tenginesrccorengx_string.c_ngx_strncasecmp.c;24;24
extr_redissrcobject.c_resetRefCount.c;3;3
extr_ijkplayerijkmediaijkplayerandroid..ff_ffplay_def.h_ffp_reset_demux_cache_control.c;14;14
extr_linuxdriversgpudrmamdamdgpusdma_v4_0.c_sdma_v4_0_set_vm_pte_funcs.c;3;3
extr_linuxdriverspcmciapxa2xx_palmld.c_palmld_pcmcia_socket_state.c;4;4
extr_opensslcryptoideai_skey.c_inverse.c;28;47
extr_toxcoretoxcoreTCP_connection.c_online_tcp_connection_from_conn.c;4;4
extr_linuxtoolsperfutilrecord.c_perf_probe_comm_exec.c;2;2
extr_linuxarchx86kvmsvm.c_nested_svm_uninit_mmu_context.c;2;2
extr_FFmpeglibavcodecac3enc.c_ff_ac3_compute_coupling_strategy.c;24;24
extr_linuxdriversmediadvb-coredvb_net.c_get_if.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_s8_Slot_inst16b_set.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_lend_Slot_inst_encode.c;2;2
extr_linuxdriversmediausbgspcase401.c_sd_isoc_init.c;3;3
extr_linuxdriversmediadvb-frontendsor51211.c_or51211_read_ber.c;5;5
extr_micropythonextmoduzlibtinflate.c_uzlib_uncompress_init.c;8;8
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_loop_Slot_inst_encode.c;2;2
extr_How-to-Make-a-Computer-Operating-Systemsrcsdksrclibcsrcstdlibsrandom.c_srandom.c;2;2
extr_linuxfsnfsflexfilelayout..internal.h_nfs_block_bits.c;22;211
extr_linuxfscifssmb2pdu.c_init_copy_chunk_defaults.c;4;4
extr_linuxdriversmfdsm501.c_sm501_setup_uart_data.c;18;18
extr_reactossdklib3rdpartylibxml2globals.c_xmlRegisterNodeDefault.c;4;4
extr_obs-studiolibobsobs-encoder.c_obs_encoder_set_preferred_video_format.c;6;6
extr_labenginecodeclientsnd_codec.c_S_CodecRegister.c;4;4
extr_swayswaytreeworkspace.c_workspace_get_box.c;9;9
extr_libsodiumsrclibsodiumcrypto_pwhashscryptsalsa208sha256scrypt_platform.c_init_region.c;4;4
extr_linuxdriversnetethernetintelfm10kfm10k_netdev.c_fm10k_request_glort_range.c;18;18
extr_redissrchyperloglog.c_hllSigma.c;17;49
extr_mongooseexamplesapi_serversqlite3.c_sqlite3SkipAccumulatorLoad.c;2;2
extr_linuxdriversmediausbpvrusb2pvrusb2-hdw.c_ctrl_channelprog_set.c;6;6
extr_openpilotselfdrivecontrolsliblongitudinal_mpclib_mpc_exportacado_solver.c_acado_moveGuE.c;7;7
extr_linuxdriversmediadvb-frontendsdrxd_hard.c_drxd_read_ucblocks.c;3;3
extr_obs-studiolibobsutilplatform-windows.c_num_logical_cores.c;15;325
extr_linuxkerneltracetrace_events.c_system_refcount_inc.c;4;4
extr_hashcatsrcmodulesmodule_04800.c_module_init.c;86;86
extr_gitfast-import.c_get_mode.c;15;15
extr_linuxdriverspowersupplyab8500_charger.c_ab8500_charger_get_usb_cur.c;15;15
extr_linuxdriversmediaplatformqcomcamsscamss-video.c_video_g_input.c;3;3
extr_FFmpeglibavcodecatrac9dec.c_scale_band_ext_coeffs.c;5;5
extr_darwin-xnubsdkernkpi_mbuf.c_mbuf_inbound_modified.c;2;2
extr_linuxdriversatmidt77105.c_idt77105_init.c;3;3
extr_linuxkernelgcovfs.c_get_info_index.c;5;5
extr_linuxsoundsocshrcarcore.c_rsnd_kctrl_init_m.c;4;4
extr_linuxfsecryptfsecryptfs_kernel.h_ecryptfs_set_dentry_private.c;2;2
extr_linuxsoundpcitridenttrident_main.c_snd_trident_vol_control_info.c;7;7
extr_memcachedtestapp.c_cache_constructor.c;4;4
extr_linuxtoolsperfbuiltin-trace.c_sig_handler.c;6;6
extr_linuxdriversgpudrmamdamdgpusi_dpm.c_si_check_s0_mc_reg_index.c;5;5
extr_FFmpeglibavformatdashenc.c_get_format_str.c;4;4
extr_curltestslibtestlib1156.c_writedata.c;8;8
extr_linuxkernelschedcpufreq_schedutil.c_sugov_iowait_reset.c;12;12
extr_labenginecodebotlibbe_aas_route.c_AAS_NextModelReachability.c;6;6
extr_rufussrcext2fsext_attr.c_ext2fs_set_ea_inode_ref.c;3;3
extr_openpilotselfdriveuiui.c_set_do_exit.c;2;2
extr_hashcatsrcmodulesmodule_18800.c_module_init.c;89;89
extr_goaccesssrcparser.c_reset_struct.c;4;4
extr_kphp-kdbbayesbayes-data.c_black_list_init.c;4;4
extr_nodemcu-firmwareappsqlite3sqlite3.c_clearYMD_HMS_TZ.c;4;4
extr_emscriptensystemlibpthreadlibrary_pthread_stub.c_emscripten_atomic_exchange_u16.c;3;3
extr_nodemcu-firmwareappuzlibuzlib_inflate.c_build_bits_base.c;35;267
extr_linuxsoundpcihdapatch_realtek.c_alc_fixup_no_jack_detect.c;3;3
extr_linuxsoundpcihdapatch_conexant.c_cxt_fixup_mute_led_eapd.c;3;3
extr_xhyvesrcconsole.c_console_ptr_register.c;6;6
extr_linuxdriversmediai2cmt9t001.c_mt9t001_gain_value.c;4;4
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_wsr_misc0_Slot_inst_encode.c;2;2
extr_linuxdriversstagingwlan-nghfa384x_usb.c_init_rrid_completor.c;7;7
extr_linuxdriversmddm.c_dm_set_mdptr.c;2;2
extr_radare2librasmarchxtensagnuxtensa-modules.c_Slot_xt_format1_Format_xt_flix64_slot1_28_set.c;10;10
extr_kittykittyscreen.c_screen_decsace.c;5;5
extr_reactosdllwin32crypt32serialize.c_CRYPT_CountSerializedBytes.c;3;3
extr_linuxdriversnetwirelessathwcn36xxsmd.c_wcn36xx_smd_set_sta_default_ht_params.c;8;8
extr_linuxdriversedacpnd2_edac.c_remove_addr_bit.c;14;14
extr_linuxlibxzxz_dec_lzma2.c_rc_reset.c;5;5
extr_h2odepsbrotliccommondictionary.c_BrotliSetDictionaryData.c;6;6
extr_linuxsoundsocuniphieraio-cpu.c_find_volume.c;4;4
extr_linuxdriversmtdnandrawlpc32xx_slc.c_lpc32xx_ooblayout_free.c;5;5
extr_hashcatsrcmodulesmodule_00012.c_module_init.c;86;86
extr_linuxdriversmediaplatformcodacoda-h264.c_rbsp_read_bit.c;13;13
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_bbci_Slot_inst_encode.c;2;2
extr_reactossdklib3rdpartybzip2bzip2.c_setExit.c;4;4
extr_linuxfsnfssuper.c_nfs_auth_info_match.c;8;8
extr_linuxdriversdmadmaengine.h_dma_set_residue.c;4;4
extr_linuxdriversstagingmediaimximx-media-utils.c_imx_media_enum_ipu_format.c;9;9
extr_linuxdriverssbuscharenvctrl.c_envctrl_get_i2c_child.c;4;4
extr_stbtestsprereleasestb_lib.h_stb_crc32_block.c;37;20484
extr_linuxdriversnetbondingbond_options.c_bond_option_lp_interval_set.c;4;4
extr_linuxsoundusbline6pcm.c_snd_line6_control_playback_info.c;7;7
extr_radare2librasmarchxtensagnuxtensa-modules.c_Opcode_l8ui_Slot_xt_flix64_slot0_encode.c;2;2
extr_hashcatsrcmodulesmodule_13761.c_module_init.c;93;93
extr_linuxtoolslibtraceeventkbuffer-parse.c_kbuffer_set_old_format.c;5;5
extr_reactossdklib3rdpartylibxml2dict.c_xmlDictComputeBigKey.c;26;2566
extr_linuxdriversfirewirecore-device.c_fw_csr_iterator_next.c;14;14
extr_linuxdriversvideofbdevefifb.c_efifb_setcolreg.c;7;7
extr_reactossdklib3rdpartylibxml2tree.c_xmlBufferDetach.c;10;10
extr_radare2librasmarchxtensagnuxtensa-modules.c_Field_sae_Slot_xt_flix64_slot0_set.c;13;13
